post_date,tags,score_sum,views,answers,favorites,comments,usage_cnt
"2014-10-09 00:00:00","<fortran>","1","87","0","","7","1"
"2014-11-02 00:00:00","<fortran>","0","210","2","","0","1"
"2014-11-29 00:00:00","<fortran>","-4","211","2","","3","2"
"2014-12-04 00:00:00","<fortran>","0","133","1","","2","1"
"2014-12-07 00:00:00","<fortran>","2","446","1","","0","1"
"2015-01-10 00:00:00","<fortran>","1","386","1","","3","1"
"2015-01-13 00:00:00","<fortran>","1","88","0","1","7","1"
"2015-02-05 00:00:00","<fortran>","2","1028","1","","1","1"
"2015-02-19 00:00:00","<fortran>","1","110","3","","4","1"
"2015-03-23 00:00:00","<fortran>","3","1672","4","","0","2"
"2015-04-24 00:00:00","<fortran>","0","107","0","","5","1"
"2015-05-06 00:00:00","<fortran>","1","1150","3","","3","2"
"2015-05-20 00:00:00","<fortran>","4","771","3","1","0","1"
